order_number,product_key,customer_id,order_date,ship_date,due_date,sales_amount,sales_quantity,sales_price
SO53020,TT-T092,11203,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53234,LJ-0192-M,13871,2013-02-23,2013-03-02,2013-03-07,50,1,50
SO53291,HL-U509,12738,2013-02-25,2013-03-04,2013-03-09,35,1,35
SO53318,GL-H102-L,28411,2013-02-25,2013-03-04,2013-03-09,24,1,24
SO53350,HL-U509-B,11379,2013-02-26,2013-03-05,2013-03-10,35,1,35
SO53631,TT-M928,12107,2013-02-28,2013-03-07,2013-03-12,5,1,5
SO53633,CA-1098,23473,2013-02-28,2013-03-07,2013-03-12,9,1,9
SO53641,SH-W890-S,18816,2013-02-28,2013-03-07,2013-03-12,70,1,70
SO53747,TI-M823,16597,2013-03-02,2013-03-09,2013-03-14,35,1,35
SO53756,HL-U509-B,19110,2013-03-02,2013-03-09,2013-03-14,35,1,35
SO53887,TT-M928,26469,2013-03-05,2013-03-12,2013-03-17,5,1,5
SO54027,WB-H098,12287,2013-03-07,2013-03-14,2013-03-19,5,1,5
SO54051,SJ-0194-M,11331,2013-03-08,2013-03-15,2013-03-20,54,1,54
SO54074,PK-7098,12595,2013-03-08,2013-03-15,2013-03-20,2,1,2
SO54277,WB-H098,11510,2013-03-12,2013-03-19,2013-03-24,5,1,5
SO44153,BK-R93R-48,28168,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44187,BK-R93R-52,17069,2011-03-12,2011-03-19,2011-03-24,3578,1,3578
SO44268,BK-R93R-48,13820,2011-03-28,2011-04-04,2011-04-09,3578,1,3578
SO44640,BK-R93R-52,18246,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44834,BK-M82B-44,25952,2011-06-04,2011-06-11,2011-06-16,3375,1,3375
SO44883,BK-R93R-56,18296,2011-06-10,2011-06-17,2011-06-22,3578,1,3578
SO45379,BK-R93R-52,28363,2011-08-06,2011-08-13,2011-08-18,3578,1,3578
SO45667,BK-R93R-56,19957,2011-09-11,2011-09-18,2011-09-23,3578,1,3578
SO45764,BK-R93R-62,19652,2011-09-25,2011-10-02,2011-10-07,3578,1,3578
SO46187,BK-R93R-52,24235,2011-11-09,2011-11-16,2011-11-21,3578,1,3578
SO46575,BK-M82B-48,12338,2011-12-24,2011-12-31,2012-01-05,3375,1,3375
SO46748,BK-M68B-42,26252,2012-01-06,2012-01-13,2012-01-18,2049,1,2049
SO46750,BK-R89B-52,16054,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO47645,BK-R89B-48,14555,2012-03-28,2012-04-04,2012-04-09,2182,1,2182
SO47756,BK-M68S-42,12272,2012-04-02,2012-04-09,2012-04-14,2071,1,2071
SO47797,BK-R89R-58,21986,2012-04-09,2012-04-16,2012-04-21,2182,1,2182
SO48118,BK-R89B-52,16309,2012-05-05,2012-05-12,2012-05-17,2182,1,2182
SO48275,BK-R64Y-44,24907,2012-05-28,2012-06-04,2012-06-09,1000,1,1000
SO48453,BK-R64Y-42,17647,2012-06-04,2012-06-11,2012-06-16,1000,1,1000
SO48663,BK-M68B-46,13118,2012-06-22,2012-06-29,2012-07-04,2049,1,2049
SO48678,BK-M68B-46,26627,2012-06-24,2012-07-01,2012-07-06,2049,1,2049
SO49269,BK-R89B-44,13884,2012-08-09,2012-08-16,2012-08-21,2182,1,2182
SO50941,BK-R50B-62,19517,2012-12-14,2012-12-21,2012-12-26,783,1,783
SO51022,BK-M68S-46,11483,2012-12-22,2012-12-29,2013-01-03,2071,1,2071
SO51249,BC-M005,11334,2013-01-01,2013-01-08,2013-01-13,10,1,10
SO51350,SJ-0194-S,11054,2013-01-07,2013-01-14,2013-01-19,54,1,54
SO51415,BK-M38S-42,21349,2013-01-11,2013-01-18,2013-01-23,769,1,769
SO51644,BK-R89B-44,12131,2013-01-25,2013-02-01,2013-02-06,2443,1,2443
SO51944,WB-H098,18454,2013-01-29,2013-02-05,2013-02-10,5,1,5
SO51971,TI-M602,16609,2013-01-30,2013-02-06,2013-02-11,30,1,30
SO52009,FE-6654,11830,2013-01-30,2013-02-06,2013-02-11,22,1,22
SO52111,HL-U509-B,11547,2013-02-02,2013-02-09,2013-02-14,35,1,35
SO52327,TI-R092,21021,2013-02-05,2013-02-12,2013-02-17,21,1,21
SO52501,HL-U509-R,15330,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52612,BC-R205,22653,2013-02-11,2013-02-18,2013-02-23,9,1,9
SO52840,BK-T79Y-60,24083,2013-02-15,2013-02-22,2013-02-27,2384,1,2384
SO52866,FE-6654,22097,2013-02-16,2013-02-23,2013-02-28,22,1,22
SO53092,HL-U509-R,11185,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53096,BC-M005,14655,2013-02-21,2013-02-28,2013-03-05,10,1,10
SO53220,WB-H098,17810,2013-02-23,2013-03-02,2013-03-07,5,1,5
SO53404,TI-R628,14126,2013-02-27,2013-03-06,2013-03-11,25,1,25
SO53647,LJ-0192-L,11377,2013-02-28,2013-03-07,2013-03-12,50,1,50
SO53699,TT-T092,26909,2013-03-01,2013-03-08,2013-03-13,5,1,5
SO53760,WB-H098,12142,2013-03-02,2013-03-09,2013-03-14,5,1,5
SO53829,BK-T79U-54,28709,2013-03-03,2013-03-10,2013-03-15,2384,1,2384
SO53916,SJ-0194-S,11899,2013-03-05,2013-03-12,2013-03-17,54,1,54
SO53944,SH-W890-L,18591,2013-03-06,2013-03-13,2013-03-18,70,1,70
SO54172,TI-R628,16889,2013-03-10,2013-03-17,2013-03-22,25,1,25
SO54226,WB-H098,22554,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO43729,BK-M82S-44,11238,2011-01-06,2011-01-13,2011-01-18,3400,1,3400
SO44066,BK-M82S-38,25867,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44390,BK-R93R-56,17353,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44941,BK-R93R-62,18697,2011-06-18,2011-06-25,2011-06-30,3578,1,3578
SO45019,BK-R93R-52,18691,2011-06-28,2011-07-05,2011-07-10,3578,1,3578
SO45462,BK-R93R-62,28647,2011-08-20,2011-08-27,2011-09-01,3578,1,3578
SO45681,BK-R93R-56,19789,2011-09-13,2011-09-20,2011-09-25,3578,1,3578
SO47500,BK-R89R-48,21951,2012-03-07,2012-03-14,2012-03-19,2443,1,2443
SO47806,BK-R50B-48,15348,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47821,BK-M68S-38,13038,2012-04-11,2012-04-18,2012-04-23,2071,1,2071
SO47826,BK-R89R-52,22168,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO47883,BK-M68S-38,26481,2012-04-19,2012-04-26,2012-05-01,2071,1,2071
SO48230,BK-M68B-42,26530,2012-05-23,2012-05-30,2012-06-04,2049,1,2049
SO49185,BK-M68B-46,14134,2012-08-01,2012-08-08,2012-08-13,2049,1,2049
SO49371,BK-R50R-48,26663,2012-08-19,2012-08-26,2012-08-31,783,1,783
SO49733,BK-M68B-42,14259,2012-09-16,2012-09-23,2012-09-28,2049,1,2049
SO49747,BK-M68S-46,12495,2012-09-18,2012-09-25,2012-09-30,2071,1,2071
SO49997,BK-M68S-46,12736,2012-10-08,2012-10-15,2012-10-20,2071,1,2071
SO50012,BK-M68B-38,27255,2012-10-10,2012-10-17,2012-10-22,2049,1,2049
SO50123,BK-R50R-52,15778,2012-10-21,2012-10-28,2012-11-02,783,1,783
SO50369,BK-M68S-38,15642,2012-10-31,2012-11-07,2012-11-12,2071,1,2071
SO51185,BK-T18Y-58,27767,2012-12-28,2013-01-04,2013-01-09,742,1,742
SO51228,BC-M005,11402,2012-12-31,2013-01-07,2013-01-12,10,1,10
SO51308,CL-9009,18958,2013-01-05,2013-01-12,2013-01-17,8,1,8
SO51378,BK-M18B-42,21501,2013-01-09,2013-01-16,2013-01-21,540,1,540
SO51497,TI-R628,19170,2013-01-16,2013-01-23,2013-01-28,25,1,25
SO51573,HL-U509-B,11238,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51605,HL-U509-B,21056,2013-01-23,2013-01-30,2013-02-04,35,1,35
SO52104,PK-7098,11327,2013-02-01,2013-02-08,2013-02-13,2,1,2
SO52253,TT-M928,24550,2013-02-04,2013-02-11,2013-02-16,5,1,5
SO52271,TI-M823,11055,2013-02-04,2013-02-11,2013-02-16,35,1,35
SO52282,BK-M68B-42,11494,2013-02-05,2013-02-12,2013-02-17,2295,1,2295
SO52297,HL-U509-B,17715,2013-02-05,2013-02-12,2013-02-17,35,1,35
SO52323,BK-R19B-52,20152,2013-02-05,2013-02-12,2013-02-17,540,1,540
SO52327,BK-R19B-58,21021,2013-02-05,2013-02-12,2013-02-17,540,1,540
SO52408,BK-R89B-48,18252,2013-02-08,2013-02-15,2013-02-20,2443,1,2443
SO52465,WB-H098,22462,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52485,HL-U509-B,11820,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52544,WB-H098,23682,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52556,TT-T092,11404,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52666,CA-1098,26985,2013-02-12,2013-02-19,2013-02-24,9,1,9
SO52714,BK-M18B-48,18990,2013-02-13,2013-02-20,2013-02-25,540,1,540
SO52874,FE-6654,12906,2013-02-16,2013-02-23,2013-02-28,22,1,22
SO53040,TI-R092,28410,2013-02-20,2013-02-27,2013-03-04,21,1,21
SO53055,TT-M928,11326,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53273,TT-M928,11293,2013-02-24,2013-03-03,2013-03-08,5,1,5
SO53276,CA-1098,12159,2013-02-24,2013-03-03,2013-03-08,9,1,9
SO53386,SO-R809-L,12165,2013-02-26,2013-03-05,2013-03-10,9,1,9
SO53440,BK-R19B-52,20416,2013-02-27,2013-03-06,2013-03-11,540,1,540
SO53653,BC-R205,18692,2013-02-28,2013-03-07,2013-03-12,9,1,9
SO53966,SH-W890-M,14259,2013-03-06,2013-03-13,2013-03-18,70,1,70
SO53978,GL-H102-S,11489,2013-03-07,2013-03-14,2013-03-19,24,1,24
SO54053,TI-R982,16958,2013-03-08,2013-03-15,2013-03-20,33,1,33
SO54259,PK-7098,21172,2013-03-12,2013-03-19,2013-03-24,2,1,2
SO43823,BK-R50B-52,19942,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO44208,BK-M82S-48,25879,2011-03-17,2011-03-24,2011-03-29,3400,1,3400
SO44657,BK-M82B-44,11120,2011-05-14,2011-05-21,2011-05-26,3375,1,3375
SO44829,BK-R50B-60,14643,2011-06-03,2011-06-10,2011-06-15,699,1,699
SO45725,BK-R93R-48,14789,2011-09-20,2011-09-27,2011-10-02,3578,1,3578
SO45916,BK-M82S-44,11964,2011-10-14,2011-10-21,2011-10-26,3400,1,3400
SO45977,BK-R93R-52,20216,2011-10-23,2011-10-30,2011-11-04,3578,1,3578
SO45985,BK-R93R-56,11708,2011-10-25,2011-11-01,2011-11-06,3578,1,3578
SO46398,BK-R93R-44,20992,2011-11-30,2011-12-07,2011-12-12,3578,1,3578
SO46732,BK-R64Y-42,13992,2012-01-04,2012-01-11,2012-01-16,1000,1,1000
SO46810,BK-R89R-52,15622,2012-01-14,2012-01-21,2012-01-26,2443,1,2443
SO46886,BK-R89B-52,28669,2012-01-23,2012-01-30,2012-02-04,2182,1,2182
SO47528,BK-M68S-38,11598,2012-03-11,2012-03-18,2012-03-23,2071,1,2071
SO47569,BK-R89B-58,21959,2012-03-16,2012-03-23,2012-03-28,2182,1,2182
SO47613,BK-R64Y-44,14037,2012-03-23,2012-03-30,2012-04-04,1000,1,1000
SO48948,BK-M68S-42,13974,2012-07-18,2012-07-25,2012-07-30,2071,1,2071
SO49187,BK-R89B-58,23545,2012-08-01,2012-08-08,2012-08-13,2182,1,2182
SO49608,BK-M68S-46,14262,2012-09-03,2012-09-10,2012-09-15,2071,1,2071
SO49928,BK-R50R-58,19442,2012-10-01,2012-10-08,2012-10-13,783,1,783
SO50347,BK-M68S-46,27405,2012-10-30,2012-11-06,2012-11-11,2071,1,2071
SO50623,BK-R50R-58,27545,2012-11-25,2012-12-02,2012-12-07,783,1,783
SO50764,BK-R50B-62,21534,2012-11-28,2012-12-05,2012-12-10,783,1,783
SO51183,BK-R79Y-42,20662,2012-12-28,2013-01-04,2013-01-09,1701,1,1701
SO51258,HL-U509-R,18544,2013-01-01,2013-01-08,2013-01-13,35,1,35
SO51286,BK-M38S-40,16311,2013-01-04,2013-01-11,2013-01-16,769,1,769
SO51400,HL-U509-R,28672,2013-01-10,2013-01-17,2013-01-22,35,1,35
SO51511,BK-R89B-44,18241,2013-01-18,2013-01-25,2013-01-30,2443,1,2443
SO51518,PK-7098,16132,2013-01-18,2013-01-25,2013-01-30,2,1,2
SO51582,TT-M928,11052,2013-01-21,2013-01-28,2013-02-02,5,1,5
SO51951,CL-9009,24839,2013-01-29,2013-02-05,2013-02-10,8,1,8
SO51967,BK-M68S-46,12807,2013-01-30,2013-02-06,2013-02-11,2320,1,2320
SO52190,HL-U509,14761,2013-02-03,2013-02-10,2013-02-15,35,1,35
SO52295,HL-U509-B,17107,2013-02-05,2013-02-12,2013-02-17,35,1,35
SO52726,BC-R205,16740,2013-02-14,2013-02-21,2013-02-26,9,1,9
SO53381,TI-R628,16440,2013-02-26,2013-03-05,2013-03-10,25,1,25
SO53382,TT-M928,20591,2013-02-26,2013-03-05,2013-03-10,5,1,5
SO53899,FE-6654,26069,2013-03-05,2013-03-12,2013-03-17,22,1,22
SO53984,FE-6654,28304,2013-03-07,2013-03-14,2013-03-19,22,1,22
SO54001,WB-H098,17419,2013-03-07,2013-03-14,2013-03-19,5,1,5
SO54111,BK-M68B-42,12124,2013-03-09,2013-03-16,2013-03-21,2295,1,2295
SO54139,PK-7098,18708,2013-03-09,2013-03-16,2013-03-21,2,1,2
SO54140,BK-M18B-40,12013,2013-03-09,2013-03-16,2013-03-21,540,1,540
SO43826,BK-M82B-38,11008,2011-01-25,2011-02-01,2011-02-06,3375,1,3375
SO44030,BK-R93R-44,12131,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44158,BK-R93R-44,13567,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44247,BK-R93R-62,17233,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44881,BK-R93R-52,18496,2011-06-10,2011-06-17,2011-06-22,3578,1,3578
SO44939,BK-R93R-56,28993,2011-06-18,2011-06-25,2011-06-30,3578,1,3578
SO45220,BK-R93R-48,29207,2011-07-24,2011-07-31,2011-08-05,3578,1,3578
SO45512,BK-R93R-48,11175,2011-08-28,2011-09-04,2011-09-09,3578,1,3578
SO45908,BK-M82S-48,11918,2011-10-13,2011-10-20,2011-10-25,3400,1,3400
SO46223,BK-R50R-44,14892,2011-11-13,2011-11-20,2011-11-25,699,1,699
SO46410,BK-M82B-38,11548,2011-12-02,2011-12-09,2011-12-14,3375,1,3375
SO46822,BK-R50R-62,15155,2012-01-15,2012-01-22,2012-01-27,783,1,783
SO47234,BK-R64Y-48,19260,2012-02-17,2012-02-24,2012-02-29,1000,1,1000
SO47318,BK-R89B-48,13273,2012-02-25,2012-03-03,2012-03-08,2182,1,2182
SO47479,BK-R50R-52,20832,2012-03-03,2012-03-10,2012-03-15,783,1,783
SO47575,BK-M68B-46,26315,2012-03-17,2012-03-24,2012-03-29,2049,1,2049
SO47852,BK-M68S-42,26342,2012-04-16,2012-04-23,2012-04-28,2071,1,2071
SO48190,BK-R50R-60,26443,2012-05-16,2012-05-23,2012-05-28,783,1,783
SO48496,BK-M68B-46,26603,2012-06-08,2012-06-15,2012-06-20,2049,1,2049
SO48935,BK-R50R-52,15518,2012-07-16,2012-07-23,2012-07-28,783,1,783
SO49014,BK-R89R-44,23331,2012-07-27,2012-08-03,2012-08-08,2443,1,2443
SO49293,BK-M68B-38,12297,2012-08-12,2012-08-19,2012-08-24,2049,1,2049
SO49666,BK-M68B-46,14287,2012-09-09,2012-09-16,2012-09-21,2049,1,2049
SO49801,BK-R89B-48,15920,2012-09-26,2012-10-03,2012-10-08,2182,1,2182
SO49897,BK-R89R-58,16392,2012-09-28,2012-10-05,2012-10-10,2182,1,2182
SO50096,BK-R89B-52,17978,2012-10-18,2012-10-25,2012-10-30,2182,1,2182
SO50542,BK-R64Y-42,14442,2012-11-18,2012-11-25,2012-11-30,1000,1,1000
SO50793,BK-R64Y-40,14457,2012-11-30,2012-12-07,2012-12-12,1000,1,1000
SO51212,BK-R64Y-40,24604,2012-12-30,2013-01-06,2013-01-11,1120,1,1120
SO51216,FE-6654,11117,2012-12-30,2013-01-06,2013-01-11,22,1,22
SO51261,SJ-0194-S,12271,2013-01-01,2013-01-08,2013-01-13,54,1,54
SO51383,HL-U509,25722,2013-01-09,2013-01-16,2013-01-21,35,1,35
SO51431,BK-M68B-46,11063,2013-01-12,2013-01-19,2013-01-24,2295,1,2295
SO51441,CL-9009,12124,2013-01-13,2013-01-20,2013-01-25,8,1,8
SO51444,BK-M68S-38,11272,2013-01-13,2013-01-20,2013-01-25,2320,1,2320
SO51537,BK-T79U-60,28201,2013-01-19,2013-01-26,2013-01-31,2384,1,2384
SO51551,CA-1098,13058,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51637,SJ-0194-L,24102,2013-01-25,2013-02-01,2013-02-06,54,1,54
SO51649,WB-H098,11124,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51881,PK-7098,21407,2013-01-28,2013-02-04,2013-02-09,2,1,2
SO51910,TI-M823,14079,2013-01-28,2013-02-04,2013-02-09,35,1,35
SO52050,HL-U509,21861,2013-01-31,2013-02-07,2013-02-12,35,1,35
SO52443,TI-M823,11233,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52447,TI-M823,11691,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52618,HL-U509,16166,2013-02-12,2013-02-19,2013-02-24,35,1,35
SO52717,BK-R79Y-44,14011,2013-02-13,2013-02-20,2013-02-25,1701,1,1701
SO52755,PK-7098,16459,2013-02-14,2013-02-21,2013-02-26,2,1,2
SO52816,TT-R982,20146,2013-02-15,2013-02-22,2013-02-27,4,1,4
SO52831,ST-1401,26673,2013-02-15,2013-02-22,2013-02-27,159,1,159
SO53037,PK-7098,18632,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53091,PK-7098,25378,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53126,BK-M68B-38,11460,2013-02-21,2013-02-28,2013-03-05,2295,1,2295
SO53128,CL-9009,24778,2013-02-21,2013-02-28,2013-03-05,8,1,8
SO53149,BC-M005,14328,2013-02-22,2013-03-01,2013-03-06,10,1,10
SO53174,BK-R79Y-48,22946,2013-02-22,2013-03-01,2013-03-06,1701,1,1701
SO53176,BK-M68B-42,11096,2013-02-22,2013-03-01,2013-03-06,2295,1,2295
SO53228,TT-M928,11889,2013-02-23,2013-03-02,2013-03-07,5,1,5
SO53244,TI-R628,16173,2013-02-24,2013-03-03,2013-03-08,25,1,25
SO53245,PK-7098,21566,2013-02-24,2013-03-03,2013-03-08,2,1,2
SO53402,LJ-0192-S,11985,2013-02-27,2013-03-06,2013-03-11,50,1,50
SO53680,LJ-0192-L,13766,2013-03-01,2013-03-08,2013-03-13,50,1,50
SO54093,BK-M68B-46,12104,2013-03-08,2013-03-15,2013-03-20,2295,1,2295
SO54109,WB-H098,17109,2013-03-09,2013-03-16,2013-03-21,5,1,5
SO54209,GL-H102-L,26457,2013-03-11,2013-03-18,2013-03-23,24,1,24
SO54239,HY-1023-70,18908,2013-03-11,2013-03-18,2013-03-23,55,1,55
SO54283,HL-U509-R,17380,2013-03-12,2013-03-19,2013-03-24,35,1,35
SO43744,BK-R93R-52,16631,2011-01-09,2011-01-16,2011-01-21,3578,1,3578
SO43835,BK-M82B-38,19802,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO44408,BK-M82B-48,11103,2011-04-15,2011-04-22,2011-04-27,3375,1,3375
SO45009,BK-R50B-44,19387,2011-06-27,2011-07-04,2011-07-09,699,1,699
SO45738,BK-M82S-44,11900,2011-09-21,2011-09-28,2011-10-03,3400,1,3400
SO45848,BK-R50B-48,14852,2011-10-04,2011-10-11,2011-10-16,699,1,699
SO46547,BK-R93R-52,12917,2011-12-21,2011-12-28,2012-01-02,3578,1,3578
SO47302,BK-M68B-42,12670,2012-02-23,2012-03-01,2012-03-06,2049,1,2049
SO48502,BK-R50B-60,26566,2012-06-08,2012-06-15,2012-06-20,783,1,783
SO48988,BK-R89R-52,16565,2012-07-23,2012-07-30,2012-08-04,2443,1,2443
SO49307,BK-M68B-38,14071,2012-08-13,2012-08-20,2012-08-25,2049,1,2049
SO49336,BK-R89B-52,23523,2012-08-16,2012-08-23,2012-08-28,2182,1,2182
SO49945,BK-R64Y-48,25119,2012-10-02,2012-10-09,2012-10-14,1000,1,1000
SO50015,BK-R64Y-38,19254,2012-10-10,2012-10-17,2012-10-22,1000,1,1000
SO50433,BK-R50R-44,21008,2012-11-06,2012-11-13,2012-11-18,783,1,783
SO50603,BK-M68B-42,15576,2012-11-23,2012-11-30,2012-12-05,2049,1,2049
SO50797,BK-R89B-44,17964,2012-12-01,2012-12-08,2012-12-13,2182,1,2182
SO51227,TT-R982,25793,2012-12-31,2013-01-07,2013-01-12,4,1,4
SO51306,PK-7098,11333,2013-01-05,2013-01-12,2013-01-17,2,1,2
SO51459,BK-R79Y-40,16807,2013-01-14,2013-01-21,2013-01-26,1701,1,1701
SO51501,HL-U509-B,26862,2013-01-16,2013-01-23,2013-01-28,35,1,35
SO51894,TT-R982,14567,2013-01-28,2013-02-04,2013-02-09,4,1,4
SO51920,BK-R64Y-42,19413,2013-01-28,2013-02-04,2013-02-09,1120,1,1120
SO52091,SH-W890-L,15157,2013-02-01,2013-02-08,2013-02-13,70,1,70
SO52091,SJ-0194-M,15157,2013-02-01,2013-02-08,2013-02-13,54,1,54
SO52138,TT-R982,27331,2013-02-02,2013-02-09,2013-02-14,4,1,4
SO52400,HL-U509,24523,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52425,PK-7098,24829,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52674,TT-R982,14859,2013-02-13,2013-02-20,2013-02-25,4,1,4
SO52892,LJ-0192-S,16942,2013-02-17,2013-02-24,2013-03-01,50,1,50
SO53039,HL-U509,19177,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53103,CL-9009,15301,2013-02-21,2013-02-28,2013-03-05,8,1,8
SO53150,SH-W890-L,19005,2013-02-22,2013-03-01,2013-03-06,70,1,70
SO53173,BK-T18Y-44,25759,2013-02-22,2013-03-01,2013-03-06,742,1,742
SO53237,HL-U509-B,11002,2013-02-23,2013-03-02,2013-03-07,35,1,35
SO53278,HY-1023-70,19217,2013-02-24,2013-03-03,2013-03-08,55,1,55
SO53288,BK-R19B-58,25642,2013-02-24,2013-03-03,2013-03-08,540,1,540
SO53316,TT-R982,24551,2013-02-25,2013-03-04,2013-03-09,4,1,4
SO53405,HL-U509-R,18256,2013-02-27,2013-03-06,2013-03-11,35,1,35
SO53650,WB-H098,20666,2013-02-28,2013-03-07,2013-03-12,5,1,5
SO53718,CA-1098,19683,2013-03-01,2013-03-08,2013-03-13,9,1,9
SO53961,HY-1023-70,17482,2013-03-06,2013-03-13,2013-03-18,55,1,55
SO53996,TI-M267,17337,2013-03-07,2013-03-14,2013-03-19,25,1,25
SO54136,WB-H098,20822,2013-03-09,2013-03-16,2013-03-21,5,1,5
SO54138,BK-R19B-48,28115,2013-03-09,2013-03-16,2013-03-21,540,1,540
SO44071,BK-R93R-52,16691,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44195,BK-R93R-52,17249,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44224,BK-R93R-56,28166,2011-03-20,2011-03-27,2011-04-01,3578,1,3578
SO44976,BK-R93R-44,28824,2011-06-22,2011-06-29,2011-07-04,3578,1,3578
SO44985,BK-R93R-44,18692,2011-06-23,2011-06-30,2011-07-05,3578,1,3578
SO45395,BK-R93R-52,29352,2011-08-08,2011-08-15,2011-08-20,3578,1,3578
SO45483,BK-R93R-56,14181,2011-08-24,2011-08-31,2011-09-05,3578,1,3578
SO45619,BK-R93R-44,19787,2011-09-03,2011-09-10,2011-09-15,3578,1,3578
SO45732,BK-R93R-44,11537,2011-09-21,2011-09-28,2011-10-03,3578,1,3578
SO45872,BK-M82S-48,11249,2011-10-09,2011-10-16,2011-10-21,3400,1,3400
SO45913,BK-M82S-38,26014,2011-10-14,2011-10-21,2011-10-26,3400,1,3400
SO45935,BK-R50R-44,19439,2011-10-17,2011-10-24,2011-10-29,699,1,699
SO46204,BK-M82B-38,11988,2011-11-10,2011-11-17,2011-11-22,3375,1,3375
SO46511,BK-R93R-52,24392,2011-12-17,2011-12-24,2011-12-29,3578,1,3578
SO46692,BK-R89R-48,13208,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO47175,BK-R89R-44,13812,2012-02-10,2012-02-17,2012-02-22,2443,1,2443
SO47519,BK-R50B-62,26153,2012-03-09,2012-03-16,2012-03-21,783,1,783
SO47846,BK-R89R-44,14779,2012-04-15,2012-04-22,2012-04-27,2443,1,2443
SO47867,BK-M68B-42,12991,2012-04-17,2012-04-24,2012-04-29,2049,1,2049
SO48403,BK-R64Y-40,14285,2012-05-30,2012-06-06,2012-06-11,1000,1,1000
SO48476,BK-R64Y-42,26512,2012-06-06,2012-06-13,2012-06-18,1000,1,1000
SO48712,BK-R50B-44,27252,2012-06-27,2012-07-04,2012-07-09,783,1,783
SO48976,BK-M68S-42,12404,2012-07-22,2012-07-29,2012-08-03,2071,1,2071
SO49346,BK-M68B-46,14218,2012-08-17,2012-08-24,2012-08-29,2049,1,2049
SO49375,BK-M68S-42,12330,2012-08-20,2012-08-27,2012-09-01,2071,1,2071
SO49700,BK-R89B-48,23664,2012-09-13,2012-09-20,2012-09-25,2182,1,2182
SO50062,BK-R89B-44,24172,2012-10-14,2012-10-21,2012-10-26,2182,1,2182
SO50427,BK-R50B-60,15944,2012-11-05,2012-11-12,2012-11-17,783,1,783
SO50636,BK-M68S-42,15589,2012-11-26,2012-12-03,2012-12-08,2071,1,2071
SO50891,BK-R50B-44,15976,2012-12-09,2012-12-16,2012-12-21,783,1,783
SO50931,BK-R89B-58,16569,2012-12-13,2012-12-20,2012-12-25,2182,1,2182
SO50958,BK-R89B-48,16548,2012-12-16,2012-12-23,2012-12-28,2182,1,2182
SO51265,CA-1098,11264,2013-01-02,2013-01-09,2013-01-14,9,1,9
SO51461,BK-T18U-50,14146,2013-01-14,2013-01-21,2013-01-26,742,1,742
SO51603,BK-T44U-54,29401,2013-01-22,2013-01-29,2013-02-03,1215,1,1215
SO51626,BK-M18S-44,15554,2013-01-24,2013-01-31,2013-02-05,565,1,565
SO51967,WB-H098,12807,2013-01-30,2013-02-06,2013-02-11,5,1,5
SO52048,PK-7098,19781,2013-01-31,2013-02-07,2013-02-12,2,1,2
SO52133,SO-R809-M,16953,2013-02-02,2013-02-09,2013-02-14,9,1,9
SO52203,BK-M68B-42,12058,2013-02-03,2013-02-10,2013-02-15,2295,1,2295
SO52245,HL-U509-B,16018,2013-02-04,2013-02-11,2013-02-16,35,1,35
SO52262,TI-M823,11793,2013-02-04,2013-02-11,2013-02-16,35,1,35
SO52359,TI-M823,14604,2013-02-06,2013-02-13,2013-02-18,35,1,35
SO52422,TT-R982,11287,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52518,BK-T44U-50,23172,2013-02-09,2013-02-16,2013-02-21,1215,1,1215
SO52570,WB-H098,21647,2013-02-10,2013-02-17,2013-02-22,5,1,5
